# Constructed from biom file
#OTU ID	SRR6056615.fastq	SRR6056616.fastq	SRR6056618.fastq	SRR6056619.fastq	SRR6056620.fastq	SRR6056621.fastq	SRR6056622.fastq	SRR6056624.fastq	SRR6056625.fastq	SRR6056648.fastq	SRR6056667.fastq	SRR6056668.fastq	SRR6056669.fastq	SRR6056670.fastq	SRR6056671.fastq	SRR6056672.fastq	SRR6056673.fastq	SRR6056674.fastq	SRR6056675.fastq	SRR6056676.fastq
a6f15b60d78713f9639ccd34d805d612	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158cc81fcb3f5567a7592c14c72f8adb	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ccba8767aac5404e4a20719d1b358d69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d4cebd4cc176c1f8e631da04df084738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
8aeb48fb12ee1e6688596f0e0122e0fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
e5f1a2ce209fdb637cccd1affc6eec6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
4d3a88c78f2ff74f54ad32a2bd9dde4f	85.0	0.0	73.0	65.0	18.0	79.0	26.0	108.0	17.0	0.0	70.0	174.0	721.0	274.0	647.0	246.0	132.0	36.0	217.0	37.0
6b32ab93c7edc943021d5043ff3b365e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90d0c562df511e1042c214bb917496b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
8009cadbfcd493bdcfc1eb7093174538	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1cbf4bd60458a9778910d6e99f7b9dd8	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c7e878bf752e35948bc60d5c8e00d362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
deff395d2819224e50c694bfd2cbf769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
91a7e84a8bdea6c00f988175f4872e72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
